tanggal,lokasi,parameter,nilai,satuan
2025-01-07,Gedung_T,Energy,100.58,kWh
2025-01-07,Gedung_T,Water,1183.84,L
2025-01-07,Gedung_T,CO2,780.45,ppm
2025-01-07,Gedung_T,Waste,24.1,kg
2025-01-08,Gedung_A,Energy,152.82,kWh
2025-01-08,Gedung_A,Water,570.57,L
2025-01-08,Gedung_A,CO2,628.28,ppm
2025-01-08,Gedung_A,Waste,23.77,kg
2025-01-08,Gedung_B,Energy,224.43,kWh
2025-01-08,Gedung_B,Water,1022.33,L
2025-01-08,Gedung_B,CO2,408.05,ppm
2025-01-08,Gedung_B,Waste,57.84,kg
2025-01-08,Gedung_C,Energy,188.05,kWh
2025-01-08,Gedung_C,Water,1028.71,L
2025-01-08,Gedung_C,CO2,739.02,ppm
2025-01-08,Gedung_C,Waste,28.95,kg
2025-01-08,Gedung_D,Energy,204.75,kWh
2025-01-08,Gedung_D,Water,1165.47,L
2025-01-08,Gedung_D,CO2,498.55,ppm
2025-01-08,Gedung_D,Waste,49.45,kg
2025-01-08,Gedung_E,Energy,171.49,kWh
2025-01-08,Gedung_E,Water,683.5,L
2025-01-08,Gedung_E,CO2,589.57,ppm
2025-01-08,Gedung_E,Waste,45.21,kg
2025-01-08,Gedung_F,Energy,125.63,kWh
2025-01-08,Gedung_F,Water,1051.71,L
2025-01-08,Gedung_F,CO2,806.9,ppm
2025-01-08,Gedung_F,Waste,9.77,kg
2025-01-08,Gedung_G,Energy,229.88,kWh
2025-01-08,Gedung_G,Water,443.86,L
2025-01-08,Gedung_G,CO2,605.59,ppm
2025-01-08,Gedung_G,Waste,38.57,kg
2025-01-08,Gedung_H,Energy,144.43,kWh
2025-01-08,Gedung_H,Water,228.7,L
2025-01-08,Gedung_H,CO2,818.02,ppm
2025-01-08,Gedung_H,Waste,15.0,kg
2025-01-08,Gedung_I,Energy,116.06,kWh
2025-01-08,Gedung_I,Water,997.83,L
2025-01-08,Gedung_I,CO2,537.19,ppm
2025-01-08,Gedung_I,Waste,53.42,kg
2025-01-08,Gedung_J,Energy,199.2,kWh
2025-01-08,Gedung_J,Water,476.27,L
2025-01-08,Gedung_J,CO2,355.58,ppm
2025-01-08,Gedung_J,Waste,57.14,kg
2025-01-08,Gedung_K,Energy,94.55,kWh
2025-01-08,Gedung_K,Water,920.07,L
2025-01-08,Gedung_K,CO2,618.72,ppm
2025-01-08,Gedung_K,Waste,46.7,kg
2025-01-08,Gedung_L,Energy,197.4,kWh
2025-01-08,Gedung_L,Water,845.9,L
2025-01-08,Gedung_L,CO2,619.95,ppm
2025-01-08,Gedung_L,Waste,48.61,kg
2025-01-08,Gedung_M,Energy,95.82,kWh
2025-01-08,Gedung_M,Water,421.6,L
2025-01-08,Gedung_M,CO2,730.48,ppm
2025-01-08,Gedung_M,Waste,21.84,kg
2025-01-08,Gedung_N,Energy,178.86,kWh
2025-01-08,Gedung_N,Water,673.26,L
2025-01-08,Gedung_N,CO2,642.01,ppm
2025-01-08,Gedung_N,Waste,28.4,kg
2025-01-08,Gedung_O,Energy,206.81,kWh
2025-01-08,Gedung_O,Water,530.79,L
2025-01-08,Gedung_O,CO2,736.57,ppm
2025-01-08,Gedung_O,Waste,19.9,kg
2025-01-08,Gedung_P,Energy,122.74,kWh
2025-01-08,Gedung_P,Water,320.66,L
2025-01-08,Gedung_P,CO2,455.92,ppm
2025-01-08,Gedung_P,Waste,11.58,kg
2025-01-08,Gedung_Q,Energy,171.1,kWh
2025-01-08,Gedung_Q,Water,962.19,L
2025-01-08,Gedung_Q,CO2,451.83,ppm
2025-01-08,Gedung_Q,Waste,16.9,kg
2025-01-08,Gedung_R,Energy,162.31,kWh
2025-01-08,Gedung_R,Water,924.59,L
2025-01-08,Gedung_R,CO2,887.13,ppm
2025-01-08,Gedung_R,Waste,33.86,kg
2025-01-08,Gedung_S,Energy,128.11,kWh
2025-01-08,Gedung_S,Water,300.53,L
2025-01-08,Gedung_S,CO2,456.76,ppm
2025-01-08,Gedung_S,Waste,17.51,kg
2025-01-08,Gedung_T,Energy,110.51,kWh
2025-01-08,Gedung_T,Water,214.15,L
2025-01-08,Gedung_T,CO2,643.77,ppm
2025-01-08,Gedung_T,Waste,20.09,kg
2025-01-09,Gedung_A,Energy,245.63,kWh
2025-01-09,Gedung_A,Water,753.36,L
2025-01-09,Gedung_A,CO2,733.58,ppm
2025-01-09,Gedung_A,Waste,11.95,kg
2025-01-09,Gedung_B,Energy,227.64,kWh
2025-01-09,Gedung_B,Water,690.88,L
2025-01-09,Gedung_B,CO2,830.0,ppm
2025-01-09,Gedung_B,Waste,36.57,kg
2025-01-09,Gedung_C,Energy,159.8,kWh
2025-01-09,Gedung_C,Water,640.47,L
2025-01-09,Gedung_C,CO2,451.4,ppm
2025-01-09,Gedung_C,Waste,7.83,kg
2025-01-09,Gedung_D,Energy,239.98,kWh
2025-01-09,Gedung_D,Water,677.73,L
2025-01-09,Gedung_D,CO2,802.16,ppm
2025-01-09,Gedung_D,Waste,27.04,kg
2025-01-09,Gedung_E,Energy,92.59,kWh
2025-01-09,Gedung_E,Water,829.45,L
2025-01-09,Gedung_E,CO2,379.48,ppm
2025-01-09,Gedung_E,Waste,13.21,kg
2025-01-09,Gedung_F,Energy,175.68,kWh
2025-01-09,Gedung_F,Water,503.84,L
2025-01-09,Gedung_F,CO2,896.65,ppm
2025-01-09,Gedung_F,Waste,11.51,kg
2025-01-09,Gedung_G,Energy,209.96,kWh
2025-01-09,Gedung_G,Water,806.32,L
2025-01-09,Gedung_G,CO2,784.91,ppm
2025-01-09,Gedung_G,Waste,17.41,kg
2025-01-09,Gedung_H,Energy,168.84,kWh
2025-01-09,Gedung_H,Water,650.51,L
2025-01-09,Gedung_H,CO2,593.5,ppm
2025-01-09,Gedung_H,Waste,52.31,kg
2025-01-09,Gedung_I,Energy,248.31,kWh
2025-01-09,Gedung_I,Water,505.38,L
2025-01-09,Gedung_I,CO2,691.57,ppm
2025-01-09,Gedung_I,Waste,38.53,kg
2025-01-09,Gedung_J,Energy,205.82,kWh
2025-01-09,Gedung_J,Water,1147.59,L
2025-01-09,Gedung_J,CO2,464.28,ppm
2025-01-09,Gedung_J,Waste,16.61,kg
2025-01-09,Gedung_K,Energy,192.27,kWh
2025-01-09,Gedung_K,Water,357.06,L
2025-01-09,Gedung_K,CO2,445.6,ppm
2025-01-09,Gedung_K,Waste,9.13,kg
2025-01-09,Gedung_L,Energy,80.45,kWh
2025-01-09,Gedung_L,Water,650.5,L
2025-01-09,Gedung_L,CO2,676.6,ppm
2025-01-09,Gedung_L,Waste,21.02,kg
2025-01-09,Gedung_M,Energy,119.35,kWh
2025-01-09,Gedung_M,Water,906.96,L
2025-01-09,Gedung_M,CO2,736.64,ppm
2025-01-09,Gedung_M,Waste,29.97,kg
2025-01-09,Gedung_N,Energy,196.86,kWh
2025-01-09,Gedung_N,Water,1123.91,L
2025-01-09,Gedung_N,CO2,783.31,ppm
2025-01-09,Gedung_N,Waste,39.38,kg
2025-01-09,Gedung_O,Energy,192.4,kWh
2025-01-09,Gedung_O,Water,1133.67,L
2025-01-09,Gedung_O,CO2,583.83,ppm
2025-01-09,Gedung_O,Waste,34.95,kg
2025-01-09,Gedung_P,Energy,190.1,kWh
2025-01-09,Gedung_P,Water,1108.41,L
2025-01-09,Gedung_P,CO2,804.65,ppm
2025-01-09,Gedung_P,Waste,8.93,kg
2025-01-09,Gedung_Q,Energy,108.21,kWh
2025-01-09,Gedung_Q,Water,507.61,L
2025-01-09,Gedung_Q,CO2,761.93,ppm
2025-01-09,Gedung_Q,Waste,36.31,kg
2025-01-09,Gedung_R,Energy,129.06,kWh
2025-01-09,Gedung_R,Water,324.35,L
2025-01-09,Gedung_R,CO2,728.77,ppm
2025-01-09,Gedung_R,Waste,43.49,kg
2025-01-09,Gedung_S,Energy,240.25,kWh
2025-01-09,Gedung_S,Water,700.47,L
2025-01-09,Gedung_S,CO2,621.59,ppm
2025-01-09,Gedung_S,Waste,9.42,kg
2025-01-09,Gedung_T,Energy,86.78,kWh
2025-01-09,Gedung_T,Water,632.03,L
2025-01-09,Gedung_T,CO2,527.28,ppm
2025-01-09,Gedung_T,Waste,18.77,kg
2025-01-10,Gedung_A,Energy,95.53,kWh
2025-01-10,Gedung_A,Water,1161.91,L
2025-01-10,Gedung_A,CO2,809.78,ppm
2025-01-10,Gedung_A,Waste,36.64,kg
2025-01-10,Gedung_B,Energy,241.63,kWh
2025-01-10,Gedung_B,Water,1199.57,L
2025-01-10,Gedung_B,CO2,719.75,ppm
2025-01-10,Gedung_B,Waste,19.82,kg
2025-01-10,Gedung_C,Energy,86.84,kWh
2025-01-10,Gedung_C,Water,956.27,L
2025-01-10,Gedung_C,CO2,608.78,ppm
2025-01-10,Gedung_C,Waste,40.83,kg
2025-01-10,Gedung_D,Energy,235.73,kWh
2025-01-10,Gedung_D,Water,381.49,L
2025-01-10,Gedung_D,CO2,671.93,ppm
2025-01-10,Gedung_D,Waste,39.91,kg
2025-01-10,Gedung_E,Energy,163.59,kWh
2025-01-10,Gedung_E,Water,291.24,L
2025-01-10,Gedung_E,CO2,541.38,ppm
2025-01-10,Gedung_E,Waste,23.33,kg
2025-01-10,Gedung_F,Energy,193.92,kWh
2025-01-10,Gedung_F,Water,1057.73,L
2025-01-10,Gedung_F,CO2,531.39,ppm
2025-01-10,Gedung_F,Waste,43.15,kg
2025-01-10,Gedung_G,Energy,129.0,kWh
2025-01-10,Gedung_G,Water,1145.19,L
2025-01-10,Gedung_G,CO2,797.46,ppm
2025-01-10,Gedung_G,Waste,35.26,kg
2025-01-10,Gedung_H,Energy,157.32,kWh
2025-01-10,Gedung_H,Water,514.52,L
2025-01-10,Gedung_H,CO2,527.8,ppm
2025-01-10,Gedung_H,Waste,58.36,kg
2025-01-10,Gedung_I,Energy,148.71,kWh
2025-01-10,Gedung_I,Water,714.6,L
2025-01-10,Gedung_I,CO2,893.47,ppm
2025-01-10,Gedung_I,Waste,41.17,kg
2025-01-10,Gedung_J,Energy,172.24,kWh
2025-01-10,Gedung_J,Water,613.25,L
2025-01-10,Gedung_J,CO2,453.17,ppm
2025-01-10,Gedung_J,Waste,24.9,kg
2025-01-10,Gedung_K,Energy,208.6,kWh
2025-01-10,Gedung_K,Water,825.41,L
2025-01-10,Gedung_K,CO2,767.99,ppm
2025-01-10,Gedung_K,Waste,16.2,kg
2025-01-10,Gedung_L,Energy,173.37,kWh
2025-01-10,Gedung_L,Water,1127.67,L
2025-01-10,Gedung_L,CO2,590.96,ppm
2025-01-10,Gedung_L,Waste,43.4,kg
2025-01-10,Gedung_M,Energy,100.64,kWh
2025-01-10,Gedung_M,Water,1173.15,L
2025-01-10,Gedung_M,CO2,684.88,ppm
2025-01-10,Gedung_M,Waste,18.16,kg
2025-01-10,Gedung_N,Energy,106.92,kWh
2025-01-10,Gedung_N,Water,750.84,L
2025-01-10,Gedung_N,CO2,653.74,ppm
2025-01-10,Gedung_N,Waste,10.13,kg
2025-01-10,Gedung_O,Energy,248.68,kWh
2025-01-10,Gedung_O,Water,1112.93,L
2025-01-10,Gedung_O,CO2,603.8,ppm
2025-01-10,Gedung_O,Waste,11.46,kg
2025-01-10,Gedung_P,Energy,221.46,kWh
2025-01-10,Gedung_P,Water,698.38,L
2025-01-10,Gedung_P,CO2,744.13,ppm
2025-01-10,Gedung_P,Waste,32.99,kg
2025-01-10,Gedung_Q,Energy,126.48,kWh
2025-01-10,Gedung_Q,Water,1034.72,L
2025-01-10,Gedung_Q,CO2,889.13,ppm
2025-01-10,Gedung_Q,Waste,18.41,kg
2025-01-10,Gedung_R,Energy,173.72,kWh
2025-01-10,Gedung_R,Water,583.59,L
2025-01-10,Gedung_R,CO2,857.03,ppm
2025-01-10,Gedung_R,Waste,32.95,kg
2025-01-10,Gedung_S,Energy,229.49,kWh
2025-01-10,Gedung_S,Water,1064.03,L
2025-01-10,Gedung_S,CO2,501.94,ppm
2025-01-10,Gedung_S,Waste,48.45,kg
2025-01-10,Gedung_T,Energy,150.54,kWh
2025-01-10,Gedung_T,Water,1134.25,L
2025-01-10,Gedung_T,CO2,629.26,ppm
2025-01-10,Gedung_T,Waste,50.13,kg
2025-01-11,Gedung_A,Energy,128.08,kWh
2025-01-11,Gedung_A,Water,498.56,L
2025-01-11,Gedung_A,CO2,672.82,ppm
2025-01-11,Gedung_A,Waste,59.94,kg
2025-01-11,Gedung_B,Energy,163.24,kWh
2025-01-11,Gedung_B,Water,348.6,L
2025-01-11,Gedung_B,CO2,646.22,ppm
2025-01-11,Gedung_B,Waste,23.98,kg
2025-01-11,Gedung_C,Energy,173.83,kWh
2025-01-11,Gedung_C,Water,743.43,L
2025-01-11,Gedung_C,CO2,600.44,ppm
2025-01-11,Gedung_C,Waste,22.7,kg
2025-01-11,Gedung_D,Energy,112.07,kWh
2025-01-11,Gedung_D,Water,897.5,L
2025-01-11,Gedung_D,CO2,664.49,ppm
2025-01-11,Gedung_D,Waste,17.85,kg
2025-01-11,Gedung_E,Energy,211.84,kWh
2025-01-11,Gedung_E,Water,243.65,L
2025-01-11,Gedung_E,CO2,759.59,ppm
2025-01-11,Gedung_E,Waste,43.79,kg
2025-01-11,Gedung_F,Energy,217.94,kWh
2025-01-11,Gedung_F,Water,586.08,L
2025-01-11,Gedung_F,CO2,715.03,ppm
2025-01-11,Gedung_F,Waste,50.14,kg
2025-01-11,Gedung_G,Energy,246.74,kWh
2025-01-11,Gedung_G,Water,695.33,L
2025-01-11,Gedung_G,CO2,370.36,ppm
2025-01-11,Gedung_G,Waste,32.63,kg
2025-01-11,Gedung_H,Energy,180.33,kWh
2025-01-11,Gedung_H,Water,1069.7,L
2025-01-11,Gedung_H,CO2,830.8,ppm
2025-01-11,Gedung_H,Waste,29.22,kg
2025-01-11,Gedung_I,Energy,169.41,kWh
2025-01-11,Gedung_I,Water,656.93,L
2025-01-11,Gedung_I,CO2,747.34,ppm
2025-01-11,Gedung_I,Waste,27.55,kg
2025-01-11,Gedung_J,Energy,191.31,kWh
2025-01-11,Gedung_J,Water,354.36,L
2025-01-11,Gedung_J,CO2,608.22,ppm
2025-01-11,Gedung_J,Waste,58.31,kg
2025-01-11,Gedung_K,Energy,137.56,kWh
2025-01-11,Gedung_K,Water,892.7,L
2025-01-11,Gedung_K,CO2,707.41,ppm
2025-01-11,Gedung_K,Waste,51.85,kg
2025-01-11,Gedung_L,Energy,224.9,kWh
2025-01-11,Gedung_L,Water,1059.34,L
2025-01-11,Gedung_L,CO2,559.01,ppm
2025-01-11,Gedung_L,Waste,22.42,kg
2025-01-11,Gedung_M,Energy,202.18,kWh
2025-01-11,Gedung_M,Water,959.4,L
2025-01-11,Gedung_M,CO2,829.81,ppm
2025-01-11,Gedung_M,Waste,6.97,kg
2025-01-11,Gedung_N,Energy,91.63,kWh
2025-01-11,Gedung_N,Water,831.16,L
2025-01-11,Gedung_N,CO2,856.51,ppm
2025-01-11,Gedung_N,Waste,59.86,kg
2025-01-11,Gedung_O,Energy,206.95,kWh
2025-01-11,Gedung_O,Water,633.97,L
2025-01-11,Gedung_O,CO2,404.14,ppm
2025-01-11,Gedung_O,Waste,39.86,kg
2025-01-11,Gedung_P,Energy,228.34,kWh
2025-01-11,Gedung_P,Water,643.68,L
2025-01-11,Gedung_P,CO2,731.7,ppm
2025-01-11,Gedung_P,Waste,54.69,kg
2025-01-11,Gedung_Q,Energy,87.82,kWh
2025-01-11,Gedung_Q,Water,996.14,L
2025-01-11,Gedung_Q,CO2,511.35,ppm
2025-01-11,Gedung_Q,Waste,25.62,kg
2025-01-11,Gedung_R,Energy,104.75,kWh
2025-01-11,Gedung_R,Water,731.17,L
2025-01-11,Gedung_R,CO2,661.26,ppm
2025-01-11,Gedung_R,Waste,48.59,kg
2025-01-11,Gedung_S,Energy,108.9,kWh
2025-01-11,Gedung_S,Water,278.97,L
2025-01-11,Gedung_S,CO2,828.96,ppm
2025-01-11,Gedung_S,Waste,39.08,kg
2025-01-11,Gedung_T,Energy,120.94,kWh
2025-01-11,Gedung_T,Water,1112.83,L
2025-01-11,Gedung_T,CO2,428.71,ppm
2025-01-11,Gedung_T,Waste,30.36,kg
2025-01-12,Gedung_A,Energy,123.18,kWh
2025-01-12,Gedung_A,Water,455.33,L
2025-01-12,Gedung_A,CO2,355.17,ppm
2025-01-12,Gedung_A,Waste,49.25,kg
2025-01-12,Gedung_B,Energy,233.21,kWh
2025-01-12,Gedung_B,Water,877.61,L
2025-01-12,Gedung_B,CO2,436.89,ppm
2025-01-12,Gedung_B,Waste,29.3,kg
2025-01-12,Gedung_C,Energy,138.75,kWh
2025-01-12,Gedung_C,Water,787.57,L
2025-01-12,Gedung_C,CO2,701.42,ppm
2025-01-12,Gedung_C,Waste,28.34,kg
2025-01-12,Gedung_D,Energy,122.52,kWh
2025-01-12,Gedung_D,Water,1045.3,L
2025-01-12,Gedung_D,CO2,459.57,ppm
2025-01-12,Gedung_D,Waste,26.16,kg
2025-01-12,Gedung_E,Energy,162.15,kWh
2025-01-12,Gedung_E,Water,437.21,L
2025-01-12,Gedung_E,CO2,664.56,ppm
2025-01-12,Gedung_E,Waste,36.61,kg
2025-01-12,Gedung_F,Energy,248.76,kWh
2025-01-12,Gedung_F,Water,495.23,L
2025-01-12,Gedung_F,CO2,887.87,ppm
2025-01-12,Gedung_F,Waste,41.2,kg
2025-01-12,Gedung_G,Energy,126.66,kWh
2025-01-12,Gedung_G,Water,765.93,L
2025-01-12,Gedung_G,CO2,727.19,ppm
2025-01-12,Gedung_G,Waste,45.96,kg
2025-01-12,Gedung_H,Energy,88.34,kWh
2025-01-12,Gedung_H,Water,806.41,L
2025-01-12,Gedung_H,CO2,623.2,ppm
2025-01-12,Gedung_H,Waste,54.73,kg
2025-01-12,Gedung_I,Energy,128.65,kWh
2025-01-12,Gedung_I,Water,998.86,L
2025-01-12,Gedung_I,CO2,683.89,ppm
2025-01-12,Gedung_I,Waste,24.38,kg
2025-01-12,Gedung_J,Energy,188.23,kWh
2025-01-12,Gedung_J,Water,820.89,L
2025-01-12,Gedung_J,CO2,722.77,ppm
2025-01-12,Gedung_J,Waste,44.65,kg
2025-01-12,Gedung_K,Energy,192.06,kWh
2025-01-12,Gedung_K,Water,1038.34,L
2025-01-12,Gedung_K,CO2,695.54,ppm
2025-01-12,Gedung_K,Waste,54.69,kg
2025-01-12,Gedung_L,Energy,189.88,kWh
2025-01-12,Gedung_L,Water,508.93,L
2025-01-12,Gedung_L,CO2,592.45,ppm
2025-01-12,Gedung_L,Waste,36.88,kg
2025-01-12,Gedung_M,Energy,204.5,kWh
2025-01-12,Gedung_M,Water,290.13,L
2025-01-12,Gedung_M,CO2,512.31,ppm
2025-01-12,Gedung_M,Waste,46.11,kg
2025-01-12,Gedung_N,Energy,109.86,kWh
2025-01-12,Gedung_N,Water,332.16,L
2025-01-12,Gedung_N,CO2,646.67,ppm
2025-01-12,Gedung_N,Waste,58.43,kg
2025-01-12,Gedung_O,Energy,170.24,kWh
2025-01-12,Gedung_O,Water,1113.49,L
2025-01-12,Gedung_O,CO2,806.76,ppm
2025-01-12,Gedung_O,Waste,19.13,kg
2025-01-12,Gedung_P,Energy,220.2,kWh
2025-01-12,Gedung_P,Water,681.85,L
2025-01-12,Gedung_P,CO2,793.57,ppm
2025-01-12,Gedung_P,Waste,46.06,kg
2025-01-12,Gedung_Q,Energy,137.58,kWh
2025-01-12,Gedung_Q,Water,315.17,L
2025-01-12,Gedung_Q,CO2,879.59,ppm
2025-01-12,Gedung_Q,Waste,12.74,kg
2025-01-12,Gedung_R,Energy,244.31,kWh
2025-01-12,Gedung_R,Water,1060.14,L
2025-01-12,Gedung_R,CO2,748.32,ppm
2025-01-12,Gedung_R,Waste,58.9,kg
2025-01-12,Gedung_S,Energy,244.44,kWh
2025-01-12,Gedung_S,Water,1004.59,L
2025-01-12,Gedung_S,CO2,551.18,ppm
2025-01-12,Gedung_S,Waste,48.49,kg
2025-01-12,Gedung_T,Energy,82.37,kWh
2025-01-12,Gedung_T,Water,736.57,L
2025-01-12,Gedung_T,CO2,600.13,ppm
2025-01-12,Gedung_T,Waste,42.01,kg
2025-01-13,Gedung_A,Energy,194.3,kWh
2025-01-13,Gedung_A,Water,784.56,L
2025-01-13,Gedung_A,CO2,802.33,ppm
2025-01-13,Gedung_A,Waste,56.72,kg
2025-01-13,Gedung_B,Energy,98.42,kWh
2025-01-13,Gedung_B,Water,433.82,L
2025-01-13,Gedung_B,CO2,363.76,ppm
2025-01-13,Gedung_B,Waste,53.63,kg
2025-01-13,Gedung_C,Energy,175.44,kWh
2025-01-13,Gedung_C,Water,1115.26,L
2025-01-13,Gedung_C,CO2,471.75,ppm
2025-01-13,Gedung_C,Waste,8.48,kg
2025-01-13,Gedung_D,Energy,220.06,kWh
2025-01-13,Gedung_D,Water,1109.39,L
2025-01-13,Gedung_D,CO2,516.2,ppm
2025-01-13,Gedung_D,Waste,27.46,kg
2025-01-13,Gedung_E,Energy,103.76,kWh
2025-01-13,Gedung_E,Water,1146.26,L
2025-01-13,Gedung_E,CO2,517.4,ppm
2025-01-13,Gedung_E,Waste,32.09,kg
2025-01-13,Gedung_F,Energy,96.52,kWh
2025-01-13,Gedung_F,Water,1087.26,L
2025-01-13,Gedung_F,CO2,424.62,ppm
2025-01-13,Gedung_F,Waste,29.95,kg
2025-01-13,Gedung_G,Energy,193.98,kWh
2025-01-13,Gedung_G,Water,943.14,L
2025-01-13,Gedung_G,CO2,870.29,ppm
2025-01-13,Gedung_G,Waste,28.05,kg
2025-01-13,Gedung_H,Energy,206.19,kWh
2025-01-13,Gedung_H,Water,354.52,L
2025-01-13,Gedung_H,CO2,578.19,ppm
2025-01-13,Gedung_H,Waste,10.45,kg
2025-01-13,Gedung_I,Energy,163.19,kWh
2025-01-13,Gedung_I,Water,608.12,L
2025-01-13,Gedung_I,CO2,873.34,ppm
2025-01-13,Gedung_I,Waste,6.8,kg
2025-01-13,Gedung_J,Energy,142.99,kWh
2025-01-13,Gedung_J,Water,643.38,L
2025-01-13,Gedung_J,CO2,872.81,ppm
2025-01-13,Gedung_J,Waste,52.05,kg
2025-01-13,Gedung_K,Energy,96.89,kWh
2025-01-13,Gedung_K,Water,885.68,L
2025-01-13,Gedung_K,CO2,649.46,ppm
2025-01-13,Gedung_K,Waste,58.78,kg
2025-01-13,Gedung_L,Energy,140.97,kWh
2025-01-13,Gedung_L,Water,598.14,L
2025-01-13,Gedung_L,CO2,454.39,ppm
2025-01-13,Gedung_L,Waste,11.72,kg
2025-01-13,Gedung_M,Energy,224.17,kWh
2025-01-13,Gedung_M,Water,654.72,L
2025-01-13,Gedung_M,CO2,714.52,ppm
2025-01-13,Gedung_M,Waste,40.29,kg
2025-01-13,Gedung_N,Energy,181.51,kWh
2025-01-13,Gedung_N,Water,221.36,L
2025-01-13,Gedung_N,CO2,782.74,ppm
2025-01-13,Gedung_N,Waste,18.4,kg
2025-01-13,Gedung_O,Energy,101.41,kWh
2025-01-13,Gedung_O,Water,764.58,L
2025-01-13,Gedung_O,CO2,387.74,ppm
2025-01-13,Gedung_O,Waste,47.08,kg
2025-01-13,Gedung_P,Energy,115.22,kWh
2025-01-13,Gedung_P,Water,415.95,L
2025-01-13,Gedung_P,CO2,828.33,ppm
2025-01-13,Gedung_P,Waste,23.07,kg
2025-01-13,Gedung_Q,Energy,105.08,kWh
2025-01-13,Gedung_Q,Water,1100.53,L
2025-01-13,Gedung_Q,CO2,351.56,ppm
2025-01-13,Gedung_Q,Waste,52.21,kg
2025-01-13,Gedung_R,Energy,104.6,kWh
2025-01-13,Gedung_R,Water,329.99,L
2025-01-13,Gedung_R,CO2,487.86,ppm
2025-01-13,Gedung_R,Waste,14.6,kg
2025-01-13,Gedung_S,Energy,192.38,kWh
2025-01-13,Gedung_S,Water,225.78,L
2025-01-13,Gedung_S,CO2,358.17,ppm
2025-01-13,Gedung_S,Waste,48.45,kg
2025-01-13,Gedung_T,Energy,120.45,kWh
2025-01-13,Gedung_T,Water,523.77,L
2025-01-13,Gedung_T,CO2,445.84,ppm
2025-01-13,Gedung_T,Waste,7.88,kg
2025-01-14,Gedung_A,Energy,206.09,kWh
2025-01-14,Gedung_A,Water,726.09,L
2025-01-14,Gedung_A,CO2,760.12,ppm
2025-01-14,Gedung_A,Waste,31.19,kg
2025-01-14,Gedung_B,Energy,212.26,kWh
2025-01-14,Gedung_B,Water,713.24,L
2025-01-14,Gedung_B,CO2,409.98,ppm
2025-01-14,Gedung_B,Waste,32.71,kg
2025-01-14,Gedung_C,Energy,240.72,kWh
2025-01-14,Gedung_C,Water,243.37,L
2025-01-14,Gedung_C,CO2,780.77,ppm
2025-01-14,Gedung_C,Waste,52.68,kg
2025-01-14,Gedung_D,Energy,168.65,kWh
2025-01-14,Gedung_D,Water,658.04,L
2025-01-14,Gedung_D,CO2,880.21,ppm
2025-01-14,Gedung_D,Waste,8.35,kg
2025-01-14,Gedung_E,Energy,161.43,kWh
2025-01-14,Gedung_E,Water,601.62,L
2025-01-14,Gedung_E,CO2,727.35,ppm
2025-01-14,Gedung_E,Waste,31.96,kg
2025-01-14,Gedung_F,Energy,234.65,kWh
2025-01-14,Gedung_F,Water,273.49,L
2025-01-14,Gedung_F,CO2,394.43,ppm
2025-01-14,Gedung_F,Waste,38.46,kg
2025-01-14,Gedung_G,Energy,91.17,kWh
2025-01-14,Gedung_G,Water,475.02,L
2025-01-14,Gedung_G,CO2,698.19,ppm
2025-01-14,Gedung_G,Waste,35.16,kg
2025-01-14,Gedung_H,Energy,135.28,kWh
2025-01-14,Gedung_H,Water,1194.63,L
2025-01-14,Gedung_H,CO2,641.81,ppm
2025-01-14,Gedung_H,Waste,29.95,kg
2025-01-14,Gedung_I,Energy,182.92,kWh
2025-01-14,Gedung_I,Water,299.18,L
2025-01-14,Gedung_I,CO2,735.98,ppm
2025-01-14,Gedung_I,Waste,51.9,kg
2025-01-14,Gedung_J,Energy,190.66,kWh
2025-01-14,Gedung_J,Water,968.96,L
2025-01-14,Gedung_J,CO2,746.46,ppm
2025-01-14,Gedung_J,Waste,16.83,kg
2025-01-14,Gedung_K,Energy,156.76,kWh
2025-01-14,Gedung_K,Water,428.49,L
2025-01-14,Gedung_K,CO2,536.41,ppm
2025-01-14,Gedung_K,Waste,29.94,kg
2025-01-14,Gedung_L,Energy,150.72,kWh
2025-01-14,Gedung_L,Water,295.09,L
2025-01-14,Gedung_L,CO2,584.72,ppm
2025-01-14,Gedung_L,Waste,41.58,kg
2025-01-14,Gedung_M,Energy,143.63,kWh
2025-01-14,Gedung_M,Water,352.64,L
2025-01-14,Gedung_M,CO2,857.64,ppm
2025-01-14,Gedung_M,Waste,8.69,kg
2025-01-14,Gedung_N,Energy,221.4,kWh
2025-01-14,Gedung_N,Water,293.23,L
2025-01-14,Gedung_N,CO2,403.11,ppm
2025-01-14,Gedung_N,Waste,45.63,kg
2025-01-14,Gedung_O,Energy,218.0,kWh
2025-01-14,Gedung_O,Water,756.37,L
2025-01-14,Gedung_O,CO2,672.56,ppm
2025-01-14,Gedung_O,Waste,35.89,kg
2025-01-14,Gedung_P,Energy,136.04,kWh
2025-01-14,Gedung_P,Water,322.23,L
2025-01-14,Gedung_P,CO2,544.48,ppm
2025-01-14,Gedung_P,Waste,41.59,kg
2025-01-14,Gedung_Q,Energy,207.55,kWh
2025-01-14,Gedung_Q,Water,1068.09,L
2025-01-14,Gedung_Q,CO2,746.58,ppm
2025-01-14,Gedung_Q,Waste,58.26,kg
2025-01-14,Gedung_R,Energy,182.07,kWh
2025-01-14,Gedung_R,Water,551.65,L
2025-01-14,Gedung_R,CO2,667.86,ppm
2025-01-14,Gedung_R,Waste,16.7,kg
